experiment_id,timestamp,src_switch,dst_switch,loss_mean_30s,tx_dropped_max,control_plane_rtt_ms,rx_bytes_slope,tx_bytes_rate,data_origin,current_sla_violated,sla_violated_in_horizon
exp_002,70,s1,s2,0.08625361625256049,0.0,3.517659020469123,46.743382352941175,11031.0,synthetic,0,0
exp_002,71,s1,s2,0.08509235279084364,0.0,1.4759847582729697,46.684558823529414,12190.0,synthetic,0,0
exp_002,72,s1,s2,0.0862347773927564,0.0,2.050601111168057,48.07573529411765,14368.0,synthetic,0,0
exp_002,73,s1,s2,0.0928356754696571,0.0,3.6075668643313588,48.965441176470584,9963.0,synthetic,0,0
exp_002,74,s1,s2,0.09681305183077311,0.0,4.149273326285676,49.58014705882352,5751.0,synthetic,0,0
exp_002,75,s1,s2,0.0938717793947783,0.0,4.975027353630781,49.917647058823526,7464.0,synthetic,0,0
exp_002,76,s1,s2,0.09039193608190511,0.0,3.632407739055521,50.18970588235294,10902.0,synthetic,0,0
exp_002,77,s1,s2,0.08256139903540727,0.0,1.6806521108625945,50.063235294117646,13729.0,synthetic,0,0
exp_002,78,s1,s2,0.08884606196862727,0.0,3.55979044793104,50.90441176470588,13491.0,synthetic,0,0
exp_002,79,s1,s2,0.08846130909536344,0.0,1.4734481383022535,51.70514705882352,14440.0,synthetic,0,0
exp_002,80,s1,s2,0.08857068104366242,0.0,3.429618219132586,51.917647058823526,10679.0,synthetic,0,0
exp_002,81,s1,s2,0.10307562382675503,0.0,3.446639731517086,52.000735294117646,14442.0,synthetic,0,0
exp_002,82,s1,s2,0.09173795431116066,0.0,3.0283183761304593,51.633823529411764,13289.0,synthetic,0,0
exp_002,83,s1,s2,0.08538683656917868,0.0,1.59484007763554,51.500735294117646,5769.0,synthetic,0,0
exp_002,84,s1,s2,0.07844250169939776,0.0,4.255756125573521,51.313235294117646,8152.0,synthetic,0,0
exp_002,85,s1,s2,0.08208376098540714,0.0,2.349415158443143,51.73088235294117,13859.0,synthetic,0,0
exp_002,86,s1,s2,0.08776283501528281,0.0,3.082283989275424,52.16838235294117,12987.0,synthetic,0,0
exp_002,87,s1,s2,0.12464217487307584,0.0,4.223170950591458,51.94926470588235,9798.0,synthetic,0,0
exp_002,88,s1,s2,0.12861068342321685,0.0,2.5544974785992283,53.05,12375.0,synthetic,0,0
exp_002,89,s1,s2,0.12207270747824532,0.0,2.6996395119113714,53.222058823529416,7963.0,synthetic,0,0
exp_002,90,s1,s2,0.11805790951556991,0.0,2.9653151126132187,53.0875,11796.0,synthetic,0,0
exp_002,91,s1,s2,0.1114552710513483,0.0,2.834276946853385,52.500735294117646,14447.0,synthetic,0,0
exp_002,92,s1,s2,0.10470629445466204,0.0,1.8772779784377014,52.28014705882353,7316.0,synthetic,0,0
exp_002,93,s1,s2,0.11978254042912494,0.0,4.167102914383636,52.410294117647055,7306.0,synthetic,0,0
exp_002,94,s1,s2,0.11276140287220551,0.0,2.3768594735752355,52.580882352941174,8501.0,synthetic,0,0
exp_002,95,s1,s2,0.11133854970215958,0.0,2.6266007316234306,52.22941176470588,11960.0,synthetic,0,0
exp_002,96,s1,s2,0.11213159834958539,0.0,2.4477769557190285,52.10147058823529,10369.0,synthetic,0,0
exp_002,97,s1,s2,0.10230615622496905,0.0,2.159889921416662,51.8625,7656.0,synthetic,0,0
exp_002,98,s1,s2,0.09915517657353745,0.0,3.285865390724905,51.65,10508.0,synthetic,0,0
exp_002,99,s1,s2,0.09948827095780895,0.0,1.2514530150424739,51.10735294117647,12234.0,synthetic,0,0
exp_002,100,s1,s2,0.0963211117967428,0.0,2.4823887009638286,50.27279411764706,9951.0,synthetic,0,0
exp_002,101,s1,s2,0.09556880944071494,0.0,4.205628077952837,49.86691176470588,11780.0,synthetic,0,0
exp_002,102,s1,s2,0.094802164640483,0.0,3.5839281853259637,49.68897058823529,11584.0,synthetic,0,0
exp_002,103,s1,s2,0.06804473531357225,0.0,3.405617593140379,49.50367647058823,11974.0,synthetic,0,0
exp_002,104,s1,s2,0.06899686896420193,0.0,4.382158991037527,50.02720588235294,13808.0,synthetic,0,0
exp_002,105,s1,s2,0.08013233272722281,0.0,2.6296766314027034,49.9485294117647,6607.0,synthetic,0,0
exp_002,106,s1,s2,0.08911674682846703,0.0,3.0287448229348173,50.375,7870.0,synthetic,0,0
exp_002,107,s1,s2,0.09357489831860957,0.0,3.0246420984285844,50.46397058823529,11340.0,synthetic,0,0
exp_002,108,s1,s2,0.09449058309158631,0.0,2.6922217650469995,50.669852941176465,10412.0,synthetic,0,0
exp_002,109,s1,s2,0.09721940775579743,0.0,4.2089819441064655,50.9110294117647,6025.0,synthetic,0,0
exp_002,110,s1,s2,0.11330708373589368,0.0,2.553566385449472,51.05073529411765,12081.0,synthetic,0,0
exp_002,111,s1,s2,0.11337047698003114,0.0,1.190041099019294,51.07279411764706,5457.0,synthetic,0,0
exp_002,112,s1,s2,0.12515172673055242,0.0,2.4410781527284118,51.370588235294115,5245.0,synthetic,0,0
exp_002,113,s1,s2,0.11967408562772465,0.0,2.868961593001004,50.97426470588235,11832.0,synthetic,0,0
exp_002,114,s1,s2,0.12249727516788907,0.0,1.551986099583756,50.01176470588235,12948.0,synthetic,0,0
exp_002,115,s1,s2,0.12932307105091545,0.0,4.121853189426848,49.152941176470584,14508.0,synthetic,0,0
exp_002,116,s1,s2,0.1260657697963967,0.0,3.650201177958661,48.37132352941176,11385.0,synthetic,0,0
exp_002,117,s1,s2,0.12513932708123138,0.0,3.8978885387603417,47.68602941176471,7131.0,synthetic,0,0
exp_002,118,s1,s2,0.12012392525661,0.0,1.7484605758095557,47.4110294117647,9732.0,synthetic,0,0
exp_002,119,s1,s2,0.12979315414822998,0.0,3.2696693573970705,47.31544117647059,12709.0,synthetic,0,0
exp_002,120,s1,s2,0.13431226864251572,0.0,3.642722759867544,47.92279411764706,5325.0,synthetic,0,0
exp_002,121,s1,s2,0.13732401851546155,0.0,4.249201767487533,48.36544117647059,6173.0,synthetic,0,0
exp_002,122,s1,s2,0.12751262055894758,0.0,2.32360769794073,49.82573529411764,9915.0,synthetic,0,0
exp_002,123,s1,s2,0.12193033028663335,0.0,1.4085953525037116,51.41102941176471,8103.0,synthetic,0,0
exp_002,124,s1,s2,0.1208733084267436,0.0,2.5476936807509234,52.169117647058826,7916.0,synthetic,0,0
exp_002,125,s1,s2,0.1076905761556281,0.0,3.372131391093161,52.55073529411764,9805.0,synthetic,0,0
exp_002,126,s1,s2,0.09108182380544544,0.0,2.9963974609094315,52.542647058823526,12024.0,synthetic,0,0
exp_002,127,s1,s2,0.09577217690946638,0.0,2.1236813320258188,52.88823529411765,5332.0,synthetic,0,0
exp_002,128,s1,s2,0.08345795718903623,0.0,1.9983799901050845,53.30441176470588,11894.0,synthetic,0,0
exp_002,129,s1,s2,0.09339548076013801,0.0,2.506537183635984,52.85294117647059,11364.0,synthetic,0,0
exp_002,130,s1,s2,0.09736660546086232,0.0,3.0596303699201743,51.34705882352941,13709.0,synthetic,0,0
exp_002,131,s1,s2,0.0977974506785839,0.0,2.4205367259299297,50.605147058823526,5801.0,synthetic,0,0
exp_003,12,s1,s2,0.0659977400912319,0.0,2.0099737636937385,52.11813186813188,8181.0,synthetic,0,0
exp_003,13,s1,s2,0.07566357642310091,0.0,2.738033563681447,51.2857142857143,11505.0,synthetic,0,0
exp_003,14,s1,s2,0.08027921989117238,0.0,2.8884779423410545,50.999999999999986,13778.0,synthetic,0,0
exp_003,15,s1,s2,0.0776464374919572,0.0,2.6804432376809193,51.09558823529411,11490.0,synthetic,0,0
exp_003,16,s1,s2,0.07648784002112952,0.0,4.338115216447681,51.208088235294106,8804.0,synthetic,0,0
exp_003,17,s1,s2,0.07772765970821549,0.0,4.063565719386018,51.916176470588226,5146.0,synthetic,0,0
exp_003,18,s1,s2,0.08027425537811994,0.0,3.451095296582978,52.446323529411764,10004.0,synthetic,0,0
exp_003,19,s1,s2,0.07752170889242682,0.0,1.3693266325847357,52.794117647058826,8943.0,synthetic,0,0
exp_003,20,s1,s2,0.08228684021722057,0.0,3.8549003796207097,53.4970588235294,13223.0,synthetic,0,0
exp_003,21,s1,s2,0.08512801893148234,0.0,3.1293069751663403,54.40294117647059,6971.0,synthetic,0,0
exp_003,22,s1,s2,0.08196612793380187,0.0,2.533185054210218,55.12720588235294,10230.0,synthetic,0,0
exp_003,23,s1,s2,0.08627493853790127,0.0,3.0577955855852195,55.97867647058823,5896.0,synthetic,0,0
exp_003,24,s1,s2,0.07661334948639893,0.0,3.3162000762045607,56.813235294117646,10224.0,synthetic,0,0
exp_003,25,s1,s2,0.07637400741340677,0.0,3.3293157851517754,57.14926470588236,7952.0,synthetic,0,0
exp_003,26,s1,s2,0.08611984893377467,0.0,2.1773785845108993,57.00220588235294,8735.0,synthetic,0,0
exp_003,27,s1,s2,0.09004214612484127,0.0,3.247497796837211,57.4,12937.0,synthetic,0,0
exp_003,28,s1,s2,0.0911630857778816,0.0,2.5370509345746406,56.922058823529404,12699.0,synthetic,0,0
exp_003,29,s1,s2,0.08366416124464214,0.0,2.1427255802582743,55.582352941176474,13511.0,synthetic,0,0
exp_003,30,s1,s2,0.08156420415968826,0.0,3.5866782085300803,54.465441176470584,9239.0,synthetic,0,0
exp_003,31,s1,s2,0.08021725693547382,0.0,3.502799230966404,53.29632352941176,10353.0,synthetic,0,0
exp_003,32,s1,s2,0.07895783921727924,0.0,1.9365983544821472,52.2375,11379.0,synthetic,0,0
exp_003,33,s1,s2,0.07584361189214951,0.0,2.4529047026128987,51.93970588235294,7745.0,synthetic,0,0
exp_003,34,s1,s2,0.07599659959467656,0.0,2.382187320743385,51.83161764705883,12245.0,synthetic,0,0
exp_003,35,s1,s2,0.07121076923548769,0.0,4.042608835636487,51.45220588235294,8372.0,synthetic,0,0
exp_003,36,s1,s2,0.08097458786854923,0.0,2.251364685963667,51.595588235294116,10957.0,synthetic,0,0
exp_003,37,s1,s2,0.08065693123518992,0.0,1.5628332392577076,51.34632352941177,9424.0,synthetic,0,0
exp_003,38,s1,s2,0.0877233052489272,0.0,2.479086180663315,50.94926470588234,7711.0,synthetic,0,0
exp_003,39,s1,s2,0.08640784638882192,0.0,1.9047165479035053,50.99191176470588,6903.0,synthetic,0,0
exp_003,40,s1,s2,0.07884035140450928,0.0,1.500412543797067,50.49191176470588,9463.0,synthetic,0,0
exp_003,41,s1,s2,0.08055483449607521,0.0,2.1750316230675146,50.152941176470584,11349.0,synthetic,0,0
exp_003,42,s1,s2,0.07948501870666388,0.0,2.6731637069378653,49.34411764705882,13218.0,synthetic,0,0
exp_003,43,s1,s2,0.07482024233550237,0.0,0.664427275833372,49.24264705882353,14741.0,synthetic,0,0
exp_003,44,s1,s2,0.06844560576862246,0.0,3.8653169020203797,49.127205882352946,11715.0,synthetic,0,0
exp_004,12,s1,s2,0.11647087510536745,0.0,1.9530890173180604,58.51373626373626,5983.0,synthetic,0,0
exp_004,13,s1,s2,0.11586367266950916,0.0,2.218287479388031,59.07362637362638,5821.0,synthetic,0,0
exp_004,14,s1,s2,0.13105712784379084,0.0,3.9960476858058165,58.923214285714266,8819.0,synthetic,0,0
exp_004,15,s1,s2,0.12430529497202832,0.0,3.281179562269453,58.316911764705885,11439.0,synthetic,0,0
exp_004,16,s1,s2,0.1255577603868394,0.0,2.3564817696198572,58.3139705882353,11018.0,synthetic,0,0
exp_004,17,s1,s2,0.1200309338303039,0.0,3.7458012510604037,58.47058823529411,6280.0,synthetic,0,0
exp_004,18,s1,s2,0.11850830365078732,0.0,1.9551908059789664,57.81838235294118,11129.0,synthetic,0,0
exp_004,19,s1,s2,0.13634480711035868,0.0,2.5161888684589035,56.85073529411764,13869.0,synthetic,0,0
exp_004,20,s1,s2,0.1312056395708363,0.0,3.8604734883597454,55.15514705882352,13465.0,synthetic,0,0
exp_004,21,s1,s2,0.1385521374786453,0.0,3.8375627033583726,52.81470588235294,13419.0,synthetic,0,0
exp_004,22,s1,s2,0.13709316622889714,0.0,3.662881268667413,51.069852941176464,10450.0,synthetic,0,0
exp_004,23,s1,s2,0.16136815094619694,0.0,2.905628249964619,49.44558823529412,13177.0,synthetic,0,0
exp_004,24,s1,s2,0.14877602663551587,0.0,4.238283071433636,48.25661764705882,10422.0,synthetic,0,0
exp_004,25,s1,s2,0.1533368312030997,0.0,1.1008236120845325,47.65514705882352,11888.0,synthetic,0,0
exp_004,26,s1,s2,0.16569626958084327,0.0,4.289752754082746,47.336764705882345,9615.0,synthetic,0,0
exp_004,27,s1,s2,0.14616095049299746,0.0,3.8284545156951064,47.162499999999994,5991.0,synthetic,0,0
exp_004,28,s1,s2,0.1400559695991835,0.0,2.4194765501952773,47.45073529411764,12330.0,synthetic,0,0
exp_004,29,s1,s2,0.13928955976875385,0.0,2.485358450781853,47.762499999999996,10542.0,synthetic,0,0
